code departement,ABCDE_H,ABCDE_F,ABCDE,ABC_FR,ABC_E,ABC_2649,ABC_DUR2,ABC_25,A_F
91,356,419,775,526,181,421,126,122,225
91,366,398,764,513,182,412,126,125,231
91,387,475,862,527,232,522,154,124,291
91,396,473,869,557,238,541,154,141,294
91,398,411,809,547,185,433,137,135,234
91,425,476,901,553,257,548,173,136,298
91,575,517,1092,686,309,630,169,135,282
91,608,510,1118,694,313,619,185,156,294
91,632,741,1373,872,371,751,221,179,443
91,663,589,1252,786,339,687,199,180,351
91,686,641,1327,767,441,739,235,193,369
91,690,642,1332,783,436,751,225,192,375
91,694,676,1370,818,428,744,242,200,388
91,742,855,1597,1078,356,901,253,209,464
91,859,882,1741,1117,440,969,296,237,486
91,900,932,1832,1211,455,1036,312,236,510
91,901,953,1854,1226,439,1051,321,238,536
91,905,876,1781,1155,459,965,269,244,499
91,909,967,1876,1260,435,1071,286,251,563
91,932,984,1916,1200,500,1053,315,281,576
91,955,974,1929,1275,437,1029,305,252,566
91,969,951,1920,1212,562,1051,306,264,593
91,972,950,1922,1201,574,1047,303,261,581
91,1001,942,1943,1220,534,1059,334,247,527
91,1062,1023,2085,1290,602,1118,343,286,639
91,1091,1194,2285,1468,603,1294,372,354,661
91,1099,1206,2305,1548,564,1323,402,384,682
91,1231,1154,2385,1421,769,1391,379,274,696
91,1235,1272,2507,1635,632,1415,426,403,740
91,1279,1291,2570,1679,647,1449,395,377,730
91,1282,1164,2446,1459,782,1424,396,304,670
91,1293,1219,2512,1616,673,1424,390,359,709
91,1327,1471,2798,1702,815,1563,445,366,891
91,1327,1481,2808,1693,852,1635,446,355,881
91,1350,1455,2805,1776,785,1501,451,367,840
91,1361,1318,2679,1702,715,1463,441,434,808
91,1378,1496,2874,1848,801,1582,449,455,864
91,1406,1282,2688,1597,859,1533,448,356,793
91,1412,1487,2899,1873,768,1550,484,446,862
91,1431,1404,2835,1765,809,1517,437,365,775
91,1448,1455,2903,1818,771,1568,472,352,796
91,1486,1622,3108,1867,930,1795,478,364,947
91,1500,1593,3093,1940,878,1661,532,436,985
91,1514,1473,2987,1839,792,1533,497,430,804
91,1525,1594,3119,1840,981,1763,531,384,991
91,1541,1682,3223,1986,970,1866,567,401,988
91,1571,1570,3141,1952,892,1640,538,528,963
91,1692,1633,3325,1622,1457,1828,562,440,1013
91,1705,1543,3248,1915,895,1663,530,444,917
91,1743,1748,3491,2104,1037,1975,630,456,1062
91,1824,1672,3496,1658,1583,1985,664,441,1026
91,1917,1712,3629,1758,1614,1986,636,489,1105
91,2113,2066,4179,2506,1261,2510,669,433,1221
91,2144,2017,4161,2443,1254,2469,652,414,1150
91,2347,2447,4794,3060,1363,2633,755,719,1457
91,2384,2437,4821,3074,1342,2597,787,707,1443
91,2397,2622,5019,3381,1233,2739,800,763,1499
91,2402,2199,4601,2743,1395,2704,756,526,1338
91,2428,2593,5021,3372,1198,2677,810,735,1494
91,2633,2593,5226,3242,1494,2758,881,814,1602
91,2700,2791,5491,3575,1367,2798,907,921,1686
91,3034,3024,6058,3630,1901,3541,1081,759,1761
91,3065,2820,5885,3485,1944,3426,1021,836,1646
91,3079,2785,5864,3312,1904,3289,960,800,1596
91,3180,3187,6367,3418,2392,3552,1107,820,1882
91,3210,2860,6070,3462,2009,3427,1047,868,1709
91,3267,3077,6344,3835,1997,3657,1095,905,1788
91,3275,3250,6525,3519,2512,3766,1191,845,1951
91,3281,3053,6334,3662,1961,3529,1037,855,1733
91,3436,3125,6561,3825,2069,3665,1122,931,1854
91,3554,3447,7001,3788,2635,3885,1214,972,2159
91,3565,3709,7274,4348,2252,4118,1215,949,2187
91,3666,3765,7431,4502,2272,4292,1302,938,2204
91,4071,3880,7951,4643,2458,4438,1296,1052,2383
92,1228,1390,2618,1799,571,1437,395,261,846
92,1290,1384,2674,1889,577,1516,436,279,867
92,1370,1470,2840,1986,602,1578,460,305,940
92,1495,1508,3003,1957,835,1739,440,302,1041
92,1508,1532,3040,1997,842,1765,511,358,1024
92,1589,1597,3186,2127,846,1806,486,392,1155
92,2006,2104,4110,2908,850,2320,689,426,1213
92,2046,2117,4163,2881,861,2334,661,392,1202
92,2279,2336,4615,3191,928,2548,701,512,1403
92,2358,2284,4642,2927,1345,2705,686,452,1464
92,2380,2296,4676,2981,1340,2775,847,436,1474
92,2554,2505,5059,3211,1481,2950,781,548,1671
92,2950,2749,5699,3680,1669,3189,881,648,1903
92,3121,2766,5887,3785,1757,3330,991,661,1897
92,3204,2840,6044,3859,1728,3290,846,717,1938
92,3449,3352,6801,4396,1897,3977,1004,622,2135
92,3580,3354,6934,4452,2004,4164,1145,599,2115
92,3653,3533,7186,4670,1889,4107,1107,714,2278
92,4017,4105,8122,5290,1976,4585,1293,676,2569
92,4071,4109,8180,5271,2011,4588,1339,692,2553
92,4443,4460,8903,5867,2061,4907,1315,873,2942
92,4492,4173,8665,5435,2426,4788,1349,851,2670
92,4617,4252,8869,5573,2521,4916,1466,885,2707
92,4855,4424,9279,5950,2541,5137,1457,1026,2928
92,5259,4940,10199,6482,2959,5838,1655,1119,3161
92,5299,4867,10166,6551,2803,5714,1690,1156,3039
92,5579,5314,10893,6995,2970,6164,1687,1259,3528
92,6967,6854,13821,8970,3645,7774,2174,1324,4472
92,7192,6875,14067,9056,3768,7918,2330,1353,4450
92,7647,7300,14947,9726,3789,8197,2161,1590,4880
93,560,530,1090,691,330,627,179,127,326
93,569,534,1103,682,361,638,180,120,359
93,597,593,1190,779,346,705,184,163,394
93,602,644,1246,809,352,734,171,171,448
93,623,567,1190,709,398,680,188,130,386
93,625,595,1220,799,339,713,210,166,379
93,741,673,1414,839,471,794,239,196,466
93,757,706,1463,882,499,837,231,198,501
93,802,735,1537,923,496,848,244,243,532
93,866,701,1567,739,713,850,237,173,442
93,891,721,1612,780,717,909,266,183,467
93,925,704,1629,788,726,889,266,192,485
93,1672,1741,3413,2178,987,1989,538,421,1117
93,1677,1763,3440,2196,993,2005,568,417,1117
93,1701,1848,3549,2208,1053,1989,606,422,1178
93,1785,1850,3635,2294,1090,2071,577,455,1220
93,1854,1871,3725,2295,1120,2042,572,478,1235
93,1868,1862,3730,2375,1035,2091,629,512,1234
93,1911,1628,3539,1881,1441,1987,569,451,1120
93,1911,1842,3753,2538,897,1993,600,577,1176
93,1912,1717,3629,2479,925,2121,603,356,1065
93,1919,1708,3627,2493,886,2122,541,338,1009
93,1932,1719,3651,1919,1512,2095,666,445,1173
93,1947,1881,3828,2667,889,2072,669,607,1199
93,1966,1968,3934,2534,1065,2139,597,583,1279
93,2001,2007,4008,2693,1072,2263,717,627,1320
93,2036,1973,4009,2706,955,2101,704,633,1285
93,2088,1872,3960,2669,1008,2296,583,410,1173
93,2113,2162,4275,2753,1123,2283,690,686,1448
93,2147,1776,3923,2039,1616,2194,661,512,1252
93,2345,2262,4607,3127,1272,2750,797,454,1376
93,2359,2293,4652,2891,1343,2765,718,473,1436
93,2396,2263,4659,2998,1309,2797,798,542,1396
93,2442,2299,4741,2593,1822,2631,765,654,1556
93,2445,2296,4741,3189,1274,2767,712,473,1404
93,2477,2331,4808,2701,1807,2726,831,644,1608
93,2598,2476,5074,3095,1687,2960,762,522,1636
93,2640,2458,5098,3149,1486,3007,880,582,1615
93,2690,2433,5123,3448,1359,2975,780,510,1537
93,2745,2563,5308,3231,1776,3134,851,567,1667
93,2802,2424,5226,2880,1989,2848,886,785,1712
93,2847,2644,5491,3302,1848,3184,897,605,1779
93,2951,3106,6057,4005,1566,3376,996,733,1902
93,3024,2740,5764,3211,2190,3141,990,864,1817
93,3034,3189,6223,4142,1624,3593,1041,712,1989
93,3091,2788,5879,3339,2204,3274,1053,897,1891
93,3197,3112,6309,3792,1981,3499,964,718,2142
93,3234,2877,6111,3460,2299,3327,1040,938,2017
93,3239,3023,6262,3611,2316,3405,1000,921,2035
93,3304,2982,6286,3631,2310,3461,1027,862,2057
93,3308,3213,6521,3972,2107,3714,1148,784,2133
93,3329,3418,6747,4424,1757,3798,1160,843,2274
93,3423,3287,6710,4043,2140,3643,1056,864,2324
93,3424,3196,6620,3974,2238,3644,1070,824,2257
93,3426,3279,6705,4061,2263,3786,1055,823,2203
93,3452,3092,6544,4255,1825,3882,962,613,1896
93,3530,3179,6709,4339,1941,4068,1059,611,1964
93,3589,3239,6828,3870,2523,3697,1124,1015,2296
93,3640,3379,7019,4210,2392,3947,1126,888,2348
93,3688,3423,7111,4231,2468,3948,1160,925,2473
93,3701,3382,7083,4513,2133,4221,1101,584,2083
93,3755,3386,7141,4588,2006,4222,1090,716,2164
93,3755,3501,7256,4345,2474,4143,1196,906,2354
93,3776,3445,7221,4384,2431,3957,1162,861,2434
93,3798,3437,7235,4481,2324,4372,1151,602,2113
93,3937,3605,7542,4642,2532,4259,1280,883,2538
93,3944,3652,7596,4524,2614,4241,1159,976,2635
93,4030,3704,7734,4952,2261,4582,1205,751,2386
93,4097,3722,7819,4658,2653,4179,1274,1023,2698
93,4353,3927,8280,4474,3263,4618,1334,1105,2676
93,4409,4050,8459,4620,3319,4821,1497,1089,2781
93,4753,4464,9217,5606,2971,5040,1485,1137,3071
93,4758,4540,9298,5704,3030,5197,1462,1163,3018
93,4769,4488,9257,6075,2617,5543,1419,771,2727
93,4949,4200,9149,4919,3605,5042,1547,1297,2964
93,4972,4516,9488,6133,2802,5792,1490,799,2744
93,5140,4834,9974,6030,3288,5500,1609,1280,3394
93,5200,4852,10052,6577,2800,5970,1519,966,3104
93,6819,6231,13050,7815,4477,7199,2104,1586,4388
93,6987,6344,13331,7896,4713,7435,2172,1509,4451
93,7067,6511,13578,8188,4667,7689,2266,1623,4513
93,7216,6606,13822,8240,4866,7837,2306,1584,4606
93,7439,6730,14169,8373,4915,7686,2262,1828,4885
93,7489,6298,13787,7919,5034,8124,2230,1498,4162
93,7556,6714,14270,8322,5041,7745,2304,1794,4847
93,7628,6523,14151,8211,5250,8471,2271,1597,4336
93,7849,7170,15019,9011,5121,8146,2352,2190,4832
93,7997,7202,15199,9151,5211,8392,2531,2111,4896
93,8024,6788,14812,8530,5378,8563,2374,1757,4702
93,8186,7105,15291,10368,4169,9220,2462,1357,4093
93,8199,7140,15339,10301,4150,9055,2228,1376,4055
93,8662,7674,16336,9754,5561,8769,2728,2512,5427
93,8705,7582,16287,10931,4406,9566,2479,1544,4577
93,9400,7926,17326,9800,6475,10111,2799,1949,5282
93,9560,8242,17802,10130,6762,10566,2937,2042,5509
93,9931,8597,18528,10512,6856,10755,2995,2152,5718
93,10105,8854,18959,10912,7057,11197,3102,2241,5944
93,10171,8564,18735,10569,6994,10757,3035,2269,5954
93,10531,9367,19898,13495,5441,11970,3259,1811,5469
93,10644,9436,20080,13490,5424,11822,2940,1849,5459
93,10826,9212,20038,11410,7367,11411,3260,2542,6414
93,11395,10015,21410,14379,5765,12541,3259,2054,6114
93,12276,11357,23633,14012,8253,13324,3784,2719,7864
93,12580,11749,24329,14436,8508,13928,3918,2831,7913
93,12716,11324,24040,15889,6723,14137,3531,2236,6700
93,12843,11385,24228,16078,6870,14475,3916,2280,6825
93,12950,10739,23689,13280,8962,13658,3772,2302,7054
93,13240,11098,24338,13379,9508,14195,3955,2422,7302
93,13336,12067,25403,14912,8966,14205,4075,3106,8588
93,13640,12098,25738,16902,7262,15046,3959,2559,7529
93,14124,11483,25607,14190,9691,14600,4078,2791,7810
93,16107,12731,28838,15676,11301,16504,4567,3149,8463
93,16384,13267,29651,16120,11909,17319,4910,3277,8856
93,17436,13720,31156,16804,12299,17674,5024,3652,9494
94,798,809,1607,947,548,894,222,241,530
94,834,861,1695,1026,561,975,266,260,577
94,862,885,1747,1123,477,941,277,283,574
94,867,848,1715,966,612,940,272,242,567
94,928,902,1830,1174,510,1001,307,318,582
94,972,950,1922,1236,525,1044,334,303,636
94,982,993,1975,1310,519,1120,259,214,608
94,1029,1023,2052,1386,521,1168,369,235,633
94,1060,1141,2201,1414,616,1230,333,297,729
94,1082,1199,2281,1459,574,1218,341,292,720
94,1083,1094,2177,1400,596,1215,363,249,700
94,1109,1202,2311,1457,632,1229,369,302,755
94,1132,1197,2329,1473,667,1318,415,312,767
94,1142,1170,2312,1511,589,1320,301,244,720
94,1150,1247,2397,1532,689,1333,366,337,823
94,1200,1205,2405,1602,633,1386,389,267,756
94,1238,1193,2431,1616,597,1369,396,305,752
94,1260,1304,2564,1583,778,1422,445,281,767
94,1265,1251,2516,1537,752,1344,379,291,728
94,1301,1159,2460,1548,692,1380,428,264,734
94,1302,1390,2692,1687,734,1451,450,367,907
94,1315,1113,2428,1534,668,1324,407,264,700
94,1371,1282,2653,1602,772,1389,415,336,828
94,1416,1348,2764,1728,769,1516,454,346,899
94,1867,1904,3771,2332,1073,2169,650,453,1208
94,1868,1813,3681,2484,927,2092,536,391,1116
94,1895,1886,3781,2402,1050,2198,616,508,1165
94,1920,1878,3798,2560,940,2184,617,397,1153
94,1933,1820,3753,2545,961,2148,627,412,1124
94,1937,1870,3807,2013,1573,2133,664,598,1241
94,1942,1853,3795,2579,944,2201,582,403,1170
94,1959,1738,3697,1859,1570,2030,584,549,1169
94,2020,2125,4145,2558,1188,2374,705,536,1372
94,2067,1984,4051,2647,1080,2253,635,498,1275
94,2134,1824,3958,1929,1722,2158,644,587,1238
94,2157,2077,4234,2758,1137,2407,650,526,1362
94,2220,2199,4419,2592,1427,2540,694,508,1343
94,2264,2327,4591,3191,820,2342,747,429,1261
94,2278,2246,4524,3105,1055,2548,676,442,1303
94,2282,2274,4556,3172,775,2303,725,415,1257
94,2299,2283,4582,2740,1467,2667,750,558,1416
94,2305,2261,4566,3124,1065,2550,655,465,1316
94,2374,2281,4655,3145,1220,2633,699,507,1469
94,2409,2436,4845,2865,1569,2717,774,636,1572
94,2419,2373,4792,3255,1129,2616,709,534,1470
94,2468,2330,4798,3165,1290,2718,798,507,1442
94,2539,2584,5123,3540,887,2599,756,521,1540
94,2561,2446,5007,3290,1349,2839,792,548,1648
94,2785,2702,5487,3417,1639,3071,914,601,1694
94,2816,2674,5490,3448,1647,3156,917,616,1630
94,3117,3085,6202,3838,1853,3422,1020,771,2016
94,3452,3191,6643,3984,2196,3693,1006,734,2002
94,3568,3266,6834,4177,2213,3910,1137,737,1991
94,3655,3487,7142,4397,2126,3886,1159,883,2092
94,3685,3463,7148,4435,2107,3861,1119,909,2108
94,3795,3670,7465,4170,2695,4195,1192,1055,2391
94,3811,3431,7242,4271,2478,4095,1094,819,2288
94,3834,3880,7714,4459,2716,4440,1287,1147,2506
94,4037,3774,7811,4833,2323,4149,1300,1050,2429
94,4050,3953,8003,4954,2391,4415,1293,892,2422
94,4076,3978,8054,5031,2425,4578,1362,897,2397
94,4125,3930,8055,4407,2961,4480,1338,1140,2585
94,4166,4261,8427,5504,2213,4634,1442,1084,2730
94,4197,4194,8391,5345,2288,4659,1319,998,2756
94,4345,4194,8539,5297,2484,4621,1404,1079,2524
94,4406,4177,8583,5364,2480,4622,1367,1106,2543
94,4488,4367,8855,5440,2625,4811,1435,1107,2844
94,4696,4604,9300,5797,2616,5132,1426,1175,3088
94,4805,4541,9346,5838,2714,4952,1554,1268,2924
94,5200,4736,9936,5942,3353,5543,1595,1186,3145
94,5204,4660,9864,5731,3404,5424,1499,1159,3033
94,5606,4965,10571,6140,3623,5698,1682,1357,3340
95,327,405,732,487,188,403,102,110,256
95,338,411,749,486,197,393,121,129,242
95,408,412,820,534,215,454,126,137,265
95,645,707,1352,948,275,740,239,135,382
95,675,706,1381,999,268,746,236,147,398
95,706,744,1450,1006,328,801,212,183,436
95,707,792,1499,995,359,841,225,206,451
95,710,754,1464,931,429,867,270,208,441
95,711,701,1412,862,393,752,229,195,437
95,715,775,1490,1028,318,782,256,196,461
95,722,711,1433,893,406,774,262,202,449
95,736,818,1554,1043,356,851,232,228,487
95,745,784,1529,1051,376,868,232,204,475
95,749,780,1529,958,439,878,253,226,463
95,785,760,1545,1075,325,810,252,221,472
95,795,806,1601,977,473,857,267,244,535
95,804,911,1715,1157,404,960,303,253,541
95,827,800,1627,1020,464,892,266,250,488
95,959,954,1913,1317,458,1030,325,222,577
95,964,1063,2027,1457,340,1024,304,300,618
95,978,915,1893,1267,464,1033,286,199,546
95,987,1046,2033,1499,321,1043,319,279,585
95,991,975,1966,1302,472,1115,301,243,615
95,1052,1013,2065,1387,510,1187,359,262,643
95,1065,1176,2241,1586,378,1197,346,283,680
95,1076,1095,2171,1606,349,1109,336,367,641
95,1088,1170,2258,1641,384,1249,372,293,690
95,1118,1058,2176,1399,530,1205,344,295,669
95,1122,1002,2124,1387,533,1140,374,261,643
95,1234,1214,2448,1610,579,1315,382,272,719
95,1245,1304,2549,1772,470,1370,399,339,760
95,1285,1238,2523,1561,717,1414,388,307,746
95,1318,1246,2564,1749,564,1424,388,250,727
95,1328,1476,2804,2108,427,1583,447,374,879
95,1344,1440,2784,2073,441,1539,463,366,813
95,1398,1338,2736,1757,693,1484,431,329,830
95,1416,1272,2688,1732,737,1566,456,325,774
95,1445,1358,2803,1760,823,1602,486,353,871
95,1469,1516,2985,2285,456,1668,490,471,908
95,1507,1502,3009,1789,921,1656,481,380,933
95,1525,1477,3002,2094,617,1709,524,359,887
95,1528,1447,2975,2017,614,1656,461,327,844
95,1529,1434,2963,1793,919,1611,493,440,949
95,1544,1457,3001,1877,889,1652,530,433,934
95,1550,1599,3149,2051,843,1806,518,452,952
95,1581,1511,3092,1855,936,1768,529,347,906
95,1588,1683,3271,1987,1011,1745,470,564,1072
95,1595,1614,3209,2154,719,1764,515,414,977
95,1674,1668,3342,2111,902,1892,554,473,939
95,1695,1727,3422,2184,982,1991,605,504,1093
95,1715,1684,3399,2099,1029,1849,577,559,1023
95,1744,1519,3263,2002,1009,1776,621,487,1048
95,1826,1689,3515,2055,1119,1920,589,472,1114
95,1828,1835,3663,2198,1180,1951,666,672,1204
95,1844,1849,3693,2074,1371,2072,636,473,1228
95,1950,1893,3843,2168,1457,2237,650,487,1238
95,2040,1926,3966,2265,1479,2248,691,575,1327
95,2717,2532,5249,3490,1193,2903,815,575,1513
95,2762,2661,5423,3627,1193,2971,843,599,1563
95,2763,2633,5396,3677,1243,3062,948,612,1598
95,2824,2466,5290,2964,1923,2831,871,696,1614
95,2843,2723,5566,3843,1181,3133,912,609,1614
95,2884,2541,5425,3099,1990,3076,925,700,1680
95,2905,2867,5772,3840,1373,3140,920,753,1763
95,2988,2556,5544,3149,1996,2988,963,741,1754
95,2993,2952,5945,3911,1412,3248,946,743,1807
95,3831,3934,7765,4543,2521,4716,1174,952,2418
95,3900,3980,7880,4847,2424,4854,1339,971,2430
95,3905,3727,7632,4500,2644,4188,1246,1016,2535
95,4035,3984,8019,4755,2655,4397,1369,1102,2651
95,4111,3877,7988,4810,2725,4428,1316,1108,2621
95,4155,4049,8204,4941,2723,4625,1446,1117,2643
95,4227,3903,8130,4777,2850,4403,1373,1222,2724
95,4255,4143,8398,4873,2835,5129,1446,1099,2642
95,4502,4179,8681,5204,2890,4789,1546,1287,2904
95,6274,5878,12152,7196,3923,6798,1870,1342,3908
95,6541,6111,12652,7688,4136,7376,2159,1434,4067
95,6852,6230,13082,7745,4280,7249,2175,1604,4301
95,7781,7380,15161,8985,4844,8454,2351,1722,4841
95,8122,7622,15744,9543,5072,9144,2688,1781,4973
95,8678,7919,16597,9800,5399,9169,2764,2076,5415
97,2064,2199,4263,3890,50,2211,504,597,1567
97,2108,2128,4236,3852,51,2241,548,579,1569
97,2123,2134,4257,3956,39,2328,722,630,1623
97,2811,3360,6171,5606,108,3402,990,957,2441
97,2829,3453,6282,5511,109,3354,955,920,2424
97,2859,3530,6389,5586,117,3389,873,935,2380
97,2934,3259,6193,5470,115,3254,874,897,2287
97,2964,3227,6191,5679,109,3488,1100,915,2371
97,3008,3298,6306,5624,134,3346,828,920,2238
97,3331,3402,6733,6153,93,3564,1094,1068,2704
97,3386,3338,6724,6062,115,3483,929,1056,2614
97,3397,3463,6860,6189,119,3546,921,1087,2620
97,3947,4238,8185,7400,111,4440,1104,958,3027
97,3970,4233,8203,7280,298,4069,1106,1254,3319
97,3983,4278,8261,7567,122,4461,1041,957,3043
97,4003,4228,8231,7237,296,3972,1098,1261,3127
97,4072,4367,8439,7566,292,4355,1286,1275,3448
97,4083,4255,8338,7751,107,4698,1087,1029,3157
97,4447,4781,9228,8330,72,4576,1030,1036,3600
97,4474,4820,9294,8402,81,4764,1069,972,3701
97,4646,4977,9623,8770,73,4989,1380,1145,3864
97,5226,5226,10452,9322,255,5376,1439,1528,4031
97,5240,5286,10526,9499,263,5385,1370,1594,4021
97,5483,5312,10795,9749,269,5732,1812,1673,4169
97,5790,6661,12451,11470,169,6634,1525,1715,5049
97,5922,6829,12751,11828,174,6663,1540,1866,5085
97,5975,6861,12836,11963,156,6959,1775,1926,5261
97,7893,9447,17340,15416,188,8822,2304,2198,6733
97,7929,9461,17390,15395,202,8716,2220,2170,6703
97,8094,9650,17744,16031,184,9193,2899,2439,7070
97,9368,9745,19113,16466,428,9373,2129,2324,7030
97,9595,9840,19435,16705,393,9609,2248,2353,7248
97,9872,10207,20079,17504,394,10389,3166,2517,7762
97,10461,10886,21347,19365,259,11227,2751,2864,7559
97,10522,10642,21164,19067,226,11272,2898,2722,7406
97,10697,10903,21600,19752,256,11917,3122,2931,7772
97,13248,14194,27442,23447,1437,14245,3540,3622,10145
97,13400,14353,27753,23510,1497,14193,3451,3664,10054
97,13604,14333,27937,24806,1399,15263,4712,3898,10607
